P_type\epsilon,0.0000010,0.0000100,0.0001000,0.0010000,0.0100000,0.1000000,
Estimated,0.7955543,0.9448103,0.9999685,1.0000000,1.0000000,1.0000000,
Theoretical,-72.3114133,0.9266886,0.9999267,0.9999999,1.0000000,1.0000000,
