P_type\epsilon,0.0000010,0.0000100,0.0001000,0.0010000,0.0100000,0.1000000,
Estimated,0.0798406,0.1577670,0.5648902,0.9640261,1.0000000,1.0000000,
Theoretical,-8.1639267,0.9908361,0.9999908,1.0000000,1.0000000,1.0000000,
